4989012,7323456,37308.48
2090123,5821621,35941.07
6989012,5101234,99069.20
6090123,7101234,95616.07
2989012,4345678,4291.13
6212345,2434567,5709.96
6567890,4878901,25420.13
3878901,1878901,77242.08
7323456,3989012,58173.84
5678901,1123456,90285.88
6101234,3090123,89654.01
6567890,5212345,7861.87
6789012,4212345,30336.44
5989012,2989012,41846.32
6789012,3212345,59800.65
7090123,6212345,84537.23
3090123,6090123,52391.47
6989012,1090123,90984.66
2123456,4212345,63424.66
4989012,4767890,85646.35
3101234,2767890,4062.17
1656789,7101234,47653.97
1434567,4323456,66471.12
1090123,2989012,54008.33
2434567,4345678,35476.26
5090123,2234567,30014.75
2234567,7545678,53909.73
9901234,8545678,83922.65
2123456,9656789,12588.95
3989012,5821621,95431.30
4101234,7212345,13550.46
8434567,7824621,56952.40
2767890,5323456,15227.24
7789012,6090123,96381.84
8901234,1123456,66943.54
7656789,2090123,61585.52
4989012,5989012,3016.24
2434567,9545678,73618.06
4090123,6989012,26084.44
3345678,2234567,19051.28
8890123,7890123,38094.96
6212345,6678901,95412.89
2345678,8101234,22761.78
3456789,1123456,4346.83
2767890,7212345,45214.27
3878901,7789012,2648.13
7434567,2434567,11948.86
2123456,8890123,73725.08
7545678,9890123,15036.11
4323456,7212345,5418.96
7545678,6545678,58402.41
2545678,7824621,87468.07
1090123,1123456,23788.60
8545678,7824621,59260.62
5678901,9767890,89108.60
8545678,5878901,1944.35
9656789,3656789,86338.77
7090123,1234567,22069.27
7890123,5567890,84411.01
7323456,6545678,47368.16
7212345,1234567,29827.71
7890123,7656789,7306.19
3345678,3090123,97002.96
8212345,4090123,74860.38
8212345,1123456,91195.93
5212345,7824621,66725.79
5323456,7212345,47829.56
6567890,2656789,85478.48
9323456,9012345,92883.64
5878901,2989012,64920.31
9878901,3090123,19915.41
6101234,1545678,15482.71
1234567,3212345,35600.93
5678901,2434567,28386.42
8767890,7323456,92502.24
9878901,6567890,74873.85
2090123,7323456,93462.88
5090123,1434567,75785.40
4878901,6789012,65485.55
8656789,2123456,34331.28
3456789,1323456,30442.36
3345678,2345678,66579.05
7212345,8323456,14848.19
3767890,5090123,2968.30
3090123,4323456,87237.65
3878901,5090123,12682.50
2234567,7545678,68703.62
5989012,2767890,54731.31
8323456,9545678,90525.38
7656789,5434567,33211.93
5456789,2123456,27179.17
2345678,7545678,6792.51
8434567,3101234,68676.06
8656789,3234567,58639.94
9890123,5212345,15234.35
5878901,8789012,97235.81
4989012,5821621,12075.08
1878901,4567890,46311.40
3456789,7212345,92043.56
4323456,2767890,74923.41
1123456,1234567,19728.56
6678901,1434567,8982.17
1234567,5090123,23047.68
7890123,5434567,47191.28
3090123,5101234,84583.45
3767890,3345678,12677.89
5821621,3656789,32529.37
1656789,7323456,23708.66
1878901,6789012,6084.63
8323456,6090123,71430.06
3989012,9012345,84862.22
4878901,5878901,47542.58
4212345,2989012,23500.37
5101234,2234567,95043.62
6323456,6678901,58305.87
7545678,1983202,82707.94
5434567,8656789,35359.71
6434567,3878901,11556.35
1545678,8434567,88931.65
6989012,5101234,67986.23
6212345,9545678,39478.02
5456789,9212345,66379.77
5567890,4567890,31950.08
8323456,8890123,15885.05
6789012,9767890,38135.30
9901234,3656789,8505.48
6090123,9545678,23267.93
2345678,5878901,5725.23
6434567,2989012,70475.49
4567890,5678901,48848.79
1983202,6789012,40083.82
1323456,2101234,3541.70
5212345,6434567,54966.45
4323456,3212345,28711.67
1656789,5989012,49606.78
3989012,1878901,49827.84
5323456,3345678,66644.82
7824621,7656789,22717.14
6789012,6678901,75670.31
4567890,7212345,30684.71
3234567,4345678,78746.41
8901234,3656789,19182.74
7789012,4345678,99734.12
8212345,7545678,12969.28
3212345,7090123,42579.59
1434567,5989012,30052.05
6989012,3101234,95895.32
2123456,6323456,80015.39
8212345,9767890,12119.01
5821621,2989012,32733.91
8656789,3101234,22614.91
6434567,7212345,57860.72
9901234,9434567,19124.66
3456789,6090123,85951.72
9878901,9323456,72270.48
8901234,2345678,75717.63
4090123,3234567,63976.07
8434567,6989012,93111.80
7890123,4212345,78498.37
4101234,9878901,3105.21
1323456,3656789,30826.85
6323456,8767890,60712.51
5989012,3989012,19576.65
6434567,2123456,55983.01
5212345,4456789,67631.50
2101234,9012345,70090.12
8323456,1123456,45501.20
6567890,9323456,12704.71
3767890,3234567,62620.40
7101234,4323456,35051.98
4456789,7101234,59826.64
5323456,4456789,57164.66
1434567,2434567,58908.51
4878901,8901234,43250.68
1983202,2234567,35221.80
8901234,4212345,34256.27
2656789,4090123,41737.08
2434567,7890123,59879.36
9323456,1545678,59067.32
4345678,5567890,44735.78
5821621,5878901,76109.31
2656789,7212345,22634.86
5090123,4101234,45202.65
3878901,9656789,54152.57
6212345,4767890,54474.21
3090123,4323456,86930.34
4101234,9878901,90736.28
9434567,7090123,92339.16
5456789,3767890,76156.52
5456789,6567890,2309.86
1767890,3456789,36459.35
7890123,9212345,29704.15
5090123,8545678,52160.12
1434567,3767890,56363.93
5212345,7101234,52072.96
3456789,4567890,76796.84
8901234,8101234,80251.86
6789012,8212345,5257.57
2234567,6989012,51015.57
2656789,7890123,81385.04
2123456,7545678,85122.97
8656789,7212345,60868.11
4567890,3656789,22228.74
5678901,4989012,17819.63
4456789,8545678,1402.01
1090123,1983202,77347.99
8212345,2656789,52552.30
9901234,5090123,25320.90
1323456,2345678,18824.42
9878901,7090123,6138.59
4345678,1767890,57913.14
2656789,6090123,40392.34
5101234,1123456,45008.56
1323456,9901234,9234.23
4989012,4101234,41812.68
2234567,3101234,51703.64
5212345,4567890,60700.34
3989012,4101234,2189.38
3345678,3090123,22090.66
2434567,2123456,84977.99
8212345,5678901,83794.85
6789012,5821621,60507.59
5090123,6567890,55135.01
1989012,9767890,86788.29
2123456,9323456,91106.24
6545678,5878901,10802.58
1123456,2434567,31859.70
5434567,7890123,81082.97
7824621,2545678,65470.44
8323456,2345678,58532.76
3456789,1090123,64031.16
4212345,7434567,27699.67
8323456,5456789,7262.76
2545678,4456789,45165.17
7101234,1545678,66006.45
2090123,4101234,14911.78
6434567,5090123,29783.85
7323456,8545678,48506.94
6567890,9212345,67691.83
8545678,2545678,73198.80
4101234,2878901,95816.25
8767890,7890123,33357.42
4878901,4989012,75845.93
9323456,1989012,82268.52
3989012,9545678,96898.22
8656789,7545678,2280.14
4989012,5434567,19789.75
6567890,3989012,57453.94
6434567,1878901,65523.20
1878901,5090123,52220.24
4345678,9767890,9278.09
3656789,1545678,79410.56
5090123,1983202,1665.83
2434567,2123456,56953.98
8890123,8901234,48139.06
5090123,9012345,33944.78
2545678,9767890,47836.45
8101234,1983202,63596.65
7101234,8545678,5072.77
7323456,3767890,7166.08
3345678,4090123,42600.39
3345678,7890123,45555.79
4989012,5821621,1244.58
4101234,2989012,65126.17
5434567,9323456,14298.27
2878901,8434567,64192.58
6101234,7434567,69358.00
1434567,9545678,25266.25
4878901,2545678,29027.29
5434567,5567890,24336.89
8767890,8656789,7272.40
1323456,1234567,39869.67
3234567,3090123,29056.73
9890123,1989012,87684.93
1767890,6323456,10647.92
4090123,9434567,38273.58
2656789,7545678,6953.98
8901234,8101234,41663.49
9890123,2090123,6492.38
4212345,2345678,81810.85
6678901,6323456,91868.66
3345678,6323456,85396.10
4090123,9656789,39028.16
6434567,9323456,39341.55
1234567,3989012,70357.67
9890123,8901234,28390.65
1234567,1989012,58630.59
2434567,2234567,59193.90
5101234,6567890,42532.11
1090123,2234567,19358.25
1090123,3101234,64066.28
9656789,8767890,44990.86
5323456,7789012,53926.89
7656789,1123456,49849.61
4090123,1434567,76745.64
6567890,1767890,62771.30
6678901,6789012,25041.38
9545678,7545678,29886.76
5678901,9545678,82582.01
7101234,5090123,8260.53
8323456,9323456,72796.89
5989012,5821621,14399.91
2767890,7824621,3799.64
4989012,3878901,9362.54
7090123,1323456,41210.86
3767890,7090123,87344.92
1123456,5989012,34037.07
5434567,2767890,15676.61
4101234,2345678,33539.71
7323456,3234567,53571.98
6567890,2545678,29515.59
8767890,3101234,9074.57
7824621,5821621,40761.08
1878901,1323456,18088.45
7789012,6101234,73820.19
8789012,1545678,8203.81
9656789,3767890,71845.83
5567890,6545678,53188.83
2545678,7434567,85363.59
5878901,5212345,69341.09
4090123,9434567,48405.69
4090123,1656789,81258.82
2434567,3989012,70816.16
2545678,8767890,10116.63
3234567,7656789,47424.14
5989012,3767890,91953.73
2767890,7212345,88250.18
7090123,8323456,50975.74
7656789,6545678,74965.60
4212345,7323456,43337.00
2234567,9012345,85972.97
8545678,8101234,83603.81
8901234,5090123,55115.18
5878901,1983202,60606.59
9878901,2878901,20277.27
8545678,1878901,16687.74
7434567,2989012,5020.14
5101234,6323456,43478.15
9434567,5878901,35977.19
6323456,6090123,66952.87
3090123,9878901,10543.50
2234567,8323456,98029.93
2123456,3090123,60761.56
3456789,4989012,16442.59
7323456,2878901,83423.98
3212345,7434567,15514.70
1323456,8901234,19207.98
2101234,1989012,32341.87
4567890,2656789,54528.75
6434567,5821621,53663.15
1090123,2767890,14350.53
3212345,2090123,96179.23
8890123,4090123,73144.78
6678901,2434567,55383.97
1434567,5101234,90366.95
4456789,3345678,87276.41
3212345,4345678,36442.27
3989012,3767890,43882.41
3767890,2767890,34467.02
9901234,3656789,86220.54
9656789,9901234,23035.44
2101234,9323456,99496.57
1656789,9012345,78188.39
5567890,7090123,85169.01
8767890,3101234,93333.01
5323456,1123456,97278.52
2123456,9656789,88226.52
2234567,2656789,21682.53
7090123,4989012,33008.08
9012345,4345678,68646.71
6212345,7824621,90157.19
1983202,7434567,90646.34
7824621,3234567,71605.29
4767890,6545678,91708.50
9656789,2090123,21098.88
6212345,9434567,30588.93
9323456,8890123,62631.11
1656789,6212345,5026.54
6212345,4989012,21134.55
6323456,6101234,65134.61
4767890,2767890,14710.56
1989012,6323456,36716.67
2434567,6678901,43952.21
9901234,7090123,23199.06
6678901,9878901,58886.11
3090123,9656789,18210.23
3656789,8434567,23337.63
8767890,3656789,7783.46
5212345,7101234,34533.69
9212345,9323456,92044.38
9767890,5821621,92033.28
3212345,9012345,60490.75
1434567,2878901,35515.26
1545678,7090123,77727.02
2090123,5101234,75053.34
2090123,8656789,18111.59
7678901,8789012,99705.88
1767890,9878901,69290.37
7212345,6678901,65483.37
5678901,4767890,37101.57
7434567,5821621,48835.68
4878901,7212345,62147.51
2345678,1123456,7310.64
4567890,6545678,66969.44
8656789,5567890,75330.79
3456789,9901234,29240.05
8545678,1123456,31570.22
1656789,8101234,78598.60
1234567,9012345,17922.96
2345678,7545678,73787.37
5434567,5090123,23731.52
9890123,4989012,43693.31
7656789,4345678,51787.09
3456789,4090123,6936.94
3456789,9767890,31193.75
7824621,8901234,63844.30
9767890,3090123,59703.10
8789012,1234567,90033.52
7824621,2878901,90713.48
4345678,1878901,80927.44
4101234,1878901,85451.43
1878901,1545678,35175.31
7101234,2878901,35358.07
9767890,1323456,5043.06
1767890,7656789,51212.66
6567890,2767890,99532.05
6090123,9767890,54895.54
5678901,3767890,69582.78
3345678,7545678,99895.15
6789012,8545678,38075.18
4323456,7656789,7667.20
8901234,7323456,4609.53
6678901,8323456,7708.89
4989012,2101234,2762.98
8767890,2989012,53415.78
2434567,1434567,42534.59
3212345,6789012,18338.49
2434567,6090123,23410.84
7434567,1983202,80810.25
1123456,8101234,46779.87
9878901,3234567,95561.16
2090123,6567890,85418.04
8789012,2123456,2898.52
6545678,8656789,52950.99
9212345,4101234,5750.43
7656789,4345678,23671.56
5434567,7824621,18396.02
1434567,9212345,98894.02
1234567,7323456,72831.23
5456789,5567890,5113.51
2234567,3101234,96871.33
8901234,8656789,88833.49
8767890,6678901,77068.90
5678901,2545678,41704.84
6101234,6212345,90018.90
4567890,9545678,78486.36
1983202,5212345,78006.21
8767890,7101234,63187.20
5101234,3767890,69473.19
3989012,1983202,54444.06
2989012,7101234,12592.45
1983202,4567890,25995.28
7789012,4878901,33593.74
6789012,1012345,64467.06
6989012,4767890,19077.36
4878901,7212345,14090.89
9012345,6545678,52778.09
5678901,7890123,52801.99
9545678,9656789,58702.09
4090123,9890123,81201.74
1983202,9323456,98714.94
2545678,7101234,38598.07
7212345,4878901,3297.85
4323456,3234567,44427.81
1878901,2234567,31449.05
4101234,6789012,23919.00
6323456,9012345,71479.38
2101234,4212345,38136.89
6090123,2345678,91397.87
1656789,2234567,25837.37
5989012,2989012,25594.37
2101234,6434567,10449.86
7090123,1323456,17442.96
2878901,1012345,33851.66
4212345,5090123,26915.14
5989012,6678901,18814.48
1878901,3212345,66425.50
7090123,8767890,1084.72
6434567,2545678,32657.96
9323456,8901234,87033.36
2123456,3767890,78223.51
9212345,5567890,80840.60
3989012,3101234,23735.04
6678901,8890123,57569.49
9545678,9212345,39506.62
8212345,4878901,71205.70
4345678,7090123,22414.50
6989012,7101234,83297.64
6789012,8434567,2107.81
3090123,3767890,17070.80
6545678,5567890,45915.91
1323456,2434567,46313.49
3456789,8101234,23308.10
1878901,2767890,15159.03
4323456,9890123,8155.75
7545678,7090123,86082.83
3456789,7678901,73398.86
9012345,5323456,32052.14
8901234,8767890,95099.03
4345678,2234567,46369.96
5878901,4456789,67339.93
5678901,2545678,27452.57
2234567,9767890,58990.31
5821621,3101234,88498.06
8545678,6989012,99909.53
9012345,9656789,21867.35
6434567,2434567,34834.89
9767890,9878901,27575.70
7212345,2878901,30898.42
5101234,6789012,84254.56
6545678,8434567,64142.50
8656789,6567890,13214.80
1234567,8545678,69711.12
6989012,2545678,75160.52
5212345,7789012,90001.02
3090123,4456789,33427.24
9878901,3090123,57921.01
7824621,9767890,85751.35
9012345,9767890,81645.27
3767890,6101234,9666.06
6101234,5090123,32216.23
5323456,6101234,32455.88
1989012,9545678,39685.39
7656789,6090123,48324.37
4101234,1767890,83265.22
2545678,8101234,78893.86
2090123,2101234,18837.61
8545678,4101234,58385.09
9878901,5090123,63091.58
1989012,8890123,64018.95
7323456,3656789,50671.62
4567890,5323456,5952.16
7824621,1434567,62791.26
2345678,8890123,7448.11
6789012,2989012,63330.54
9212345,4090123,40480.02
5456789,7101234,38210.72
6323456,8101234,80833.27
8101234,3456789,44460.95
7434567,5323456,56268.19
9767890,8901234,48868.93
6678901,5090123,19782.78
6789012,2545678,55321.46
9545678,4767890,35254.72
1989012,9545678,39675.02
7678901,1234567,28346.13
7212345,5212345,57219.82
5989012,4090123,48127.30
8789012,1656789,47457.74
2434567,9323456,50024.51
6989012,3212345,73099.25
4456789,4567890,55537.76
1323456,5456789,50479.44
4212345,7545678,72630.78
2545678,9656789,78527.28
8212345,6434567,76276.82
3090123,7824621,97357.50
6434567,4767890,55496.36
4878901,2101234,51570.03
4345678,3234567,54835.80
3989012,4567890,40036.19
7824621,1878901,72775.17
7545678,7890123,97486.13
4878901,3345678,78377.51
7323456,1323456,23543.70
6434567,7101234,98161.22
8434567,5434567,59827.62
1090123,2878901,66855.45
6323456,7656789,96763.01
2234567,4212345,83127.16
3989012,7090123,48644.51
8767890,4767890,71346.81
2767890,6212345,5196.56
4567890,9545678,46517.78
3767890,2123456,72904.01
8323456,4567890,19431.70
4456789,1234567,79766.48
3101234,2234567,92863.73
6090123,8767890,19697.67
7656789,2234567,5073.32
5434567,6789012,2777.27
8212345,9545678,63714.29
9767890,7323456,28533.57
5678901,6545678,88738.54
1656789,4567890,49174.46
4567890,2989012,63535.03
8212345,3212345,73733.64
5434567,1090123,55851.26
9878901,7678901,85060.02
7323456,6212345,94661.74
4323456,4212345,86665.99
4101234,2234567,92044.31
5989012,5323456,2084.73
6678901,2090123,26800.46
1656789,4345678,72153.22
6434567,6567890,81556.97
9212345,4567890,14748.20
3767890,1989012,56556.27
9545678,2656789,10491.08
4767890,1434567,18192.22
4090123,2101234,49449.72
3456789,4767890,10905.86
4767890,3345678,43148.00
1767890,4090123,91303.47
3989012,8212345,20680.99
5090123,4567890,17539.95
2656789,8656789,95673.94
4090123,5989012,45159.36
4456789,1434567,89219.88
2434567,7789012,1828.26
9767890,1989012,55788.75
3090123,6567890,6569.06
3989012,8212345,1788.92
5678901,5434567,22691.82
8890123,8901234,85087.64
4989012,9890123,90878.58
2345678,2656789,10726.55
4090123,1656789,65892.86
4101234,1983202,48116.15
4767890,8767890,68518.48
6545678,5090123,27011.71
2545678,2656789,62791.87
3989012,1656789,12119.19
7323456,6545678,47894.83
5434567,8656789,96094.86
8545678,2989012,73000.42
2090123,9890123,45146.73
8767890,1234567,10611.34
6678901,5090123,34787.11
3456789,3656789,35451.14
6212345,2545678,7219.51
9890123,7323456,95795.30
9901234,8434567,1865.31
8545678,1123456,13140.16
5434567,5212345,53848.74
3234567,7890123,85746.88
4101234,8212345,85162.03
5434567,5567890,96583.72
8212345,1656789,53752.42
5567890,2545678,18670.32
3767890,6101234,55794.94
5090123,8901234,26168.42
1323456,3656789,53648.20
8323456,1012345,59652.21
2767890,7434567,10666.33
5101234,4767890,45348.16
4878901,1545678,92940.10
3090123,2234567,9392.76
1234567,3090123,51719.58
2234567,2345678,50098.91
7212345,3090123,12558.72
3656789,2656789,77798.52
6434567,6678901,18671.87
1545678,4090123,61621.26
8434567,1234567,24232.66
2656789,2989012,72767.80
9656789,1989012,32905.92
8323456,9878901,68865.26
6101234,2345678,34180.14
9323456,6101234,8379.23
4567890,3101234,23501.89
1323456,8545678,74238.94
1545678,4090123,99761.19
7545678,4767890,56638.37
7656789,2989012,2524.43
7789012,8101234,26127.95
2545678,5212345,70676.02
8767890,2123456,21214.56
3989012,8212345,18772.89
9434567,6545678,11103.98
4456789,8656789,19897.96
4767890,9901234,92879.32
6545678,5678901,93617.75
5567890,6567890,84776.83
6101234,6789012,91641.75
7824621,9323456,53832.62
3989012,1878901,72763.87
2234567,4989012,62395.85
7434567,4989012,62772.11
4989012,5989012,84268.56
2434567,1123456,73752.26
7789012,3656789,20909.72
9878901,9890123,6790.53
1767890,5567890,93527.97
9212345,8890123,19859.38
9434567,6678901,53958.48
4456789,9323456,60470.57
6789012,8901234,25114.00
1434567,9012345,60616.74
8545678,7656789,34598.40
9901234,8323456,98964.50
9767890,3090123,8937.52
2101234,1323456,65724.04
1878901,6212345,27460.26
2123456,4101234,45144.41
2434567,7678901,78694.03
8212345,5434567,60236.18
1123456,2090123,37586.70
1123456,9545678,58961.44
4878901,1983202,90232.72
9890123,4567890,30932.76
9890123,2234567,42581.06
9434567,2345678,33716.94
2656789,7890123,91602.95
5821621,6434567,52434.95
4323456,7678901,85133.76
5567890,4567890,82875.47
4345678,3345678,51148.17
3767890,1434567,41040.20
1434567,7434567,39670.74
4090123,3234567,60045.04
5434567,7090123,48035.85
2123456,6567890,1334.25
9767890,7323456,8870.50
1234567,1434567,13827.52
9890123,5323456,77278.54
1989012,7656789,29183.41
7678901,5212345,13538.27
1767890,8323456,13399.15
3989012,8212345,93896.04
4212345,8767890,7846.58
2656789,7545678,73900.84
7789012,6678901,59417.32
6434567,7678901,34029.80
1989012,2878901,60821.20
1234567,1989012,30086.03
9767890,1878901,81610.47
9212345,1323456,81444.35
9012345,5456789,70747.85
2656789,4212345,43980.48
6434567,1656789,92719.83
4345678,5456789,44470.78
5878901,4323456,48772.05
6989012,4212345,68961.95
6101234,5090123,51854.12
7545678,8901234,43845.39
9434567,2656789,95020.23
2434567,5434567,40067.60
4323456,4767890,28493.37
5101234,1012345,42566.41
6989012,2123456,92797.10
5456789,5878901,23325.33
8767890,2989012,26727.96
5090123,5456789,15963.91
8212345,2989012,32171.82
6789012,8767890,22235.92
8101234,5090123,8132.58
5434567,5989012,67079.25
8434567,9767890,99369.78
7656789,1878901,10132.25
6989012,8890123,81456.05
4345678,2434567,58142.90
6545678,2656789,6761.67
1545678,5821621,7109.38
1656789,9656789,23552.18
5821621,8545678,98648.93
3656789,9545678,6265.22
5090123,7656789,39909.62
7678901,1878901,35017.65
2878901,2123456,6223.26
3878901,9212345,22659.40
6567890,1878901,20293.66
9434567,9890123,80862.97
5456789,5323456,63975.40
3767890,5434567,47324.62
8212345,7101234,32552.76
4212345,3345678,56811.33
7212345,8767890,73045.42
5323456,3101234,53337.30
1656789,1434567,3935.47
1989012,5878901,17733.39
2656789,8890123,99217.51
2345678,3234567,82666.26
5323456,5878901,40215.97
9890123,8656789,86637.04
2656789,6212345,5796.28
7101234,9012345,97037.59
7890123,5090123,9759.24
7789012,7678901,81072.72
1989012,5878901,82889.19
2989012,6434567,13755.54
7090123,2123456,27110.56
4989012,7101234,31630.63
3767890,9545678,71834.16
9656789,5456789,42383.05
3656789,5323456,84123.64
9012345,8656789,51095.53
7678901,1234567,46932.53
4878901,7678901,91620.11
5678901,1545678,33067.52
4767890,3345678,34717.57
9434567,8890123,36533.09
6545678,1090123,46055.89
6789012,1983202,67592.47
3090123,1234567,98702.80
8212345,3345678,43305.09
